"","Blue","CloudMask","CloudMaskConfidence","Green","ImageDate","ImageName","Lake","NIR","Organization","Red","SWIR1","SWIR2","Sensor","StationID","Dataset"
"862",1180,1,1,1706,1995-08-11,"LT50380321995223","Utah",626,"UTAHDWQ",1334,139,60,"LANDSAT/LT5_SR",4917520,"Estimated"
"863",877,1,1,1354,1995-08-11,"LT50380321995223","Utah",834,"UTAHDWQ",1147,122,65,"LANDSAT/LT5_SR",4917600,"Estimated"
"864",833,1,1,1311,1995-08-11,"LT50380321995223","Utah",552,"UTAHDWQ",1047,91,62,"LANDSAT/LT5_SR",4917770,"Estimated"
"867",434,1,1,473,1995-08-27,"LT50380321995239","Utah",165,"UTAHDWQ",363,66,23,"LANDSAT/LT5_SR",4917370,"Estimated"
"870",1198,1,1,1675,1995-08-27,"LT50380321995239","Utah",349,"UTAHDWQ",1143,18,68,"LANDSAT/LT5_SR",4917500,"Estimated"
"875",1030,1,1,1458,1995-09-12,"LT50380321995255","Utah",451,"UTAHDWQ",1155,20,29,"LANDSAT/LT5_SR",4917310,"Estimated"
"877",1159,1,1,1545,1995-09-12,"LT50380321995255","Utah",364,"UTAHDWQ",1225,19,28,"LANDSAT/LT5_SR",4917390,"Estimated"
"878",462,1,1,806,1995-09-12,"LT50380321995255","Utah",407,"UTAHDWQ",698,76,71,"LANDSAT/LT5_SR",4917450,"Estimated"
"882",789,1,1,1241,1995-09-12,"LT50380321995255","Utah",407,"UTAHDWQ",980,48,71,"LANDSAT/LT5_SR",4917770,"Estimated"
"885",993,1,1,1492,1995-09-28,"LT50380321995271","Utah",424,"UTAHDWQ",1035,39,72,"LANDSAT/LT5_SR",4917310,"Estimated"
"888",415,1,1,710,1995-09-28,"LT50380321995271","Utah",306,"UTAHDWQ",537,50,78,"LANDSAT/LT5_SR",4917450,"Estimated"
"892",1147,1,1,1536,1995-09-28,"LT50380321995271","Utah",404,"UTAHDWQ",1242,51,31,"LANDSAT/LT5_SR",4917770,"Estimated"
"893",520,1,1,662,1995-10-07,"LT50370321995280","Utah",357,"UTAHDWQ",565,81,130,"LANDSAT/LT5_SR",4917450,"Estimated"
"896",1202,1,1,1634,1995-10-14,"LT50380321995287","Utah",453,"UTAHDWQ",1311,95,36,"LANDSAT/LT5_SR",4917390,"Estimated"
"897",395,1,1,668,1995-10-14,"LT50380321995287","Utah",299,"UTAHDWQ",494,61,88,"LANDSAT/LT5_SR",4917450,"Estimated"
"900",772,1,1,1260,1995-10-14,"LT50380321995287","Utah",451,"UTAHDWQ",1009,24,35,"LANDSAT/LT5_SR",4917600,"Estimated"
"901",1015,1,1,1475,1995-10-14,"LT50380321995287","Utah",401,"UTAHDWQ",1183,25,88,"LANDSAT/LT5_SR",4917770,"Estimated"
"906",1042,1,1,1493,1995-10-30,"LT50380321995303","Utah",405,"UTAHDWQ",1078,108,101,"LANDSAT/LT5_SR",4917500,"Estimated"
"907",1128,1,1,1618,1995-10-30,"LT50380321995303","Utah",338,"UTAHDWQ",1076,65,40,"LANDSAT/LT5_SR",4917520,"Estimated"
"908",873,1,1,1309,1995-10-30,"LT50380321995303","Utah",414,"UTAHDWQ",985,71,42,"LANDSAT/LT5_SR",4917600,"Estimated"
"915",1375,1,1,1654,1996-05-09,"LT50380321996130","Utah",532,"UTAHDWQ",1284,132,84,"LANDSAT/LT5_SR",4917520,"Estimated"
"918",1194,1,1,1543,1996-06-10,"LT50380321996162","Utah",287,"UTAHDWQ",1033,45,51,"LANDSAT/LT5_SR",4917310,"Estimated"
"919",1304,1,1,1687,1996-06-10,"LT50380321996162","Utah",327,"UTAHDWQ",1124,119,17,"LANDSAT/LT5_SR",4917370,"Estimated"
"920",899,1,1,1288,1996-06-10,"LT50380321996162","Utah",250,"UTAHDWQ",825,45,51,"LANDSAT/LT5_SR",4917390,"Estimated"
"921",548,1,1,811,1996-06-10,"LT50380321996162","Utah",468,"UTAHDWQ",648,117,51,"LANDSAT/LT5_SR",4917450,"Estimated"
"922",1452,1,1,1865,1996-06-10,"LT50380321996162","Utah",331,"UTAHDWQ",1300,49,53,"LANDSAT/LT5_SR",4917500,"Estimated"
"923",979,1,1,1322,1996-06-10,"LT50380321996162","Utah",237,"UTAHDWQ",727,112,85,"LANDSAT/LT5_SR",4917520,"Estimated"
"924",1093,1,1,1580,1996-06-10,"LT50380321996162","Utah",582,"UTAHDWQ",1242,144,88,"LANDSAT/LT5_SR",4917600,"Estimated"
"925",725,1,1,1102,1996-06-10,"LT50380321996162","Utah",317,"UTAHDWQ",792,43,50,"LANDSAT/LT5_SR",4917770,"Estimated"
"934",1116,1,1,1545,1996-07-12,"LT50380321996194","Utah",358,"UTAHDWQ",1070,33,21,"LANDSAT/LT5_SR",4917310,"Estimated"
"935",1149,1,1,1583,1996-07-12,"LT50380321996194","Utah",354,"UTAHDWQ",1128,31,56,"LANDSAT/LT5_SR",4917370,"Estimated"
"936",1021,1,1,1438,1996-07-12,"LT50380321996194","Utah",352,"UTAHDWQ",1039,6,19,"LANDSAT/LT5_SR",4917390,"Estimated"
"938",1319,1,1,1728,1996-07-12,"LT50380321996194","Utah",395,"UTAHDWQ",1247,82,57,"LANDSAT/LT5_SR",4917500,"Estimated"
"939",1147,1,1,1584,1996-07-12,"LT50380321996194","Utah",424,"UTAHDWQ",1156,79,19,"LANDSAT/LT5_SR",4917520,"Estimated"
"940",995,1,1,1440,1996-07-12,"LT50380321996194","Utah",465,"UTAHDWQ",1130,56,20,"LANDSAT/LT5_SR",4917600,"Estimated"
"941",964,1,1,1401,1996-07-12,"LT50380321996194","Utah",350,"UTAHDWQ",1038,54,19,"LANDSAT/LT5_SR",4917770,"Estimated"
"942",535,1,1,971,1996-08-13,"LT50380321996226","Utah",356,"UTAHDWQ",521,75,17,"LANDSAT/LT5_SR",4917310,"Estimated"
"943",817,1,1,1160,1996-08-13,"LT50380321996226","Utah",316,"UTAHDWQ",772,51,56,"LANDSAT/LT5_SR",4917370,"Estimated"
"944",514,1,1,819,1996-08-13,"LT50380321996226","Utah",276,"UTAHDWQ",490,75,17,"LANDSAT/LT5_SR",4917390,"Estimated"
"945",617,1,1,895,1996-08-13,"LT50380321996226","Utah",752,"UTAHDWQ",741,51,56,"LANDSAT/LT5_SR",4917450,"Estimated"
"946",836,1,1,1166,1996-08-13,"LT50380321996226","Utah",330,"UTAHDWQ",692,4,58,"LANDSAT/LT5_SR",4917500,"Estimated"
"947",652,1,1,893,1996-08-13,"LT50380321996226","Utah",394,"UTAHDWQ",614,153,94,"LANDSAT/LT5_SR",4917520,"Estimated"
"948",962,1,1,1316,1996-08-13,"LT50380321996226","Utah",838,"UTAHDWQ",1152,82,58,"LANDSAT/LT5_SR",4917600,"Estimated"
"949",531,1,1,893,1996-08-13,"LT50380321996226","Utah",473,"UTAHDWQ",644,50,94,"LANDSAT/LT5_SR",4917770,"Estimated"
"950",505,1,1,779,1996-08-29,"LT50380321996242","Utah",448,"UTAHDWQ",506,50,16,"LANDSAT/LT5_SR",4917310,"Estimated"
"951",1191,1,1,1627,1996-08-29,"LT50380321996242","Utah",401,"UTAHDWQ",1188,47,15,"LANDSAT/LT5_SR",4917370,"Estimated"
"952",1126,1,1,1500,1996-08-29,"LT50380321996242","Utah",401,"UTAHDWQ",1153,47,56,"LANDSAT/LT5_SR",4917390,"Estimated"
"953",589,1,1,938,1996-08-29,"LT50380321996242","Utah",732,"UTAHDWQ",665,45,14,"LANDSAT/LT5_SR",4917450,"Estimated"
"954",1274,1,1,1579,1996-08-29,"LT50380321996242","Utah",387,"UTAHDWQ",1195,34,21,"LANDSAT/LT5_SR",4917500,"Estimated"
"957",947,1,1,1328,1996-08-29,"LT50380321996242","Utah",481,"UTAHDWQ",1049,46,137,"LANDSAT/LT5_SR",4917770,"Estimated"
"958",1337,1,1,1731,1996-09-14,"LT50380321996258","Utah",639,"UTAHDWQ",1475,34,64,"LANDSAT/LT5_SR",4917310,"Estimated"
"959",1493,1,1,1926,1996-09-14,"LT50380321996258","Utah",701,"UTAHDWQ",1708,47,70,"LANDSAT/LT5_SR",4917370,"Estimated"
"960",1084,1,1,1551,1996-09-14,"LT50380321996258","Utah",563,"UTAHDWQ",1262,41,24,"LANDSAT/LT5_SR",4917390,"Estimated"
"961",687,1,1,1027,1996-09-14,"LT50380321996258","Utah",734,"UTAHDWQ",909,68,24,"LANDSAT/LT5_SR",4917450,"Estimated"
"962",1330,1,1,1805,1996-09-14,"LT50380321996258","Utah",827,"UTAHDWQ",1504,244,155,"LANDSAT/LT5_SR",4917500,"Estimated"
"963",1580,1,1,2001,1996-09-14,"LT50380321996258","Utah",946,"UTAHDWQ",1835,60,63,"LANDSAT/LT5_SR",4917520,"Estimated"
"974",1165,1,1,1497,1997-05-12,"LT50380321997132","Utah",317,"UTAHDWQ",937,69,51,"LANDSAT/LT5_SR",4917310,"Estimated"
"975",1126,1,1,1388,1997-05-12,"LT50380321997132","Utah",209,"UTAHDWQ",789,68,85,"LANDSAT/LT5_SR",4917370,"Estimated"
"976",851,1,1,1169,1997-05-12,"LT50380321997132","Utah",208,"UTAHDWQ",729,44,51,"LANDSAT/LT5_SR",4917390,"Estimated"
"977",1085,1,1,1319,1997-05-12,"LT50380321997132","Utah",187,"UTAHDWQ",740,49,53,"LANDSAT/LT5_SR",4917500,"Estimated"
"978",1156,1,1,1534,1997-05-12,"LT50380321997132","Utah",306,"UTAHDWQ",959,87,83,"LANDSAT/LT5_SR",4917520,"Estimated"
"979",1144,1,1,1531,1997-05-12,"LT50380321997132","Utah",374,"UTAHDWQ",1149,124,89,"LANDSAT/LT5_SR",4917600,"Estimated"
"980",533,1,1,801,1997-05-12,"LT50380321997132","Utah",205,"UTAHDWQ",578,67,120,"LANDSAT/LT5_SR",4917770,"Estimated"
"986",873,1,1,1156,1997-05-28,"LT50380321997148","Utah",329,"UTAHDWQ",803,119,88,"LANDSAT/LT5_SR",4917600,"Estimated"
"993",1590,0,1,2093,1997-06-13,"LT50380321997164","Utah",1279,"UTAHDWQ",1913,512,433,"LANDSAT/LT5_SR",4917600,"Estimated"
"995",1208,1,1,1707,1997-06-29,"LT50380321997180","Utah",611,"UTAHDWQ",1325,215,224,"LANDSAT/LT5_SR",4917310,"Estimated"
"996",1459,1,1,1909,1997-06-29,"LT50380321997180","Utah",746,"UTAHDWQ",1656,306,191,"LANDSAT/LT5_SR",4917370,"Estimated"
"997",1167,1,1,1676,1997-06-29,"LT50380321997180","Utah",502,"UTAHDWQ",1269,188,190,"LANDSAT/LT5_SR",4917390,"Estimated"
"998",1448,1,1,1872,1997-06-29,"LT50380321997180","Utah",616,"UTAHDWQ",1518,195,225,"LANDSAT/LT5_SR",4917500,"Estimated"
"999",1545,1,1,2057,1997-06-29,"LT50380321997180","Utah",978,"UTAHDWQ",1858,278,291,"LANDSAT/LT5_SR",4917520,"Estimated"
"1000",1026,1,1,1470,1997-06-29,"LT50380321997180","Utah",714,"UTAHDWQ",1326,125,123,"LANDSAT/LT5_SR",4917600,"Estimated"
"1001",951,1,1,1400,1997-06-29,"LT50380321997180","Utah",406,"UTAHDWQ",1130,57,55,"LANDSAT/LT5_SR",4917770,"Estimated"
"1002",601,1,1,905,1997-07-15,"LT50380321997196","Utah",217,"UTAHDWQ",478,14,23,"LANDSAT/LT5_SR",4917310,"Estimated"
"1003",1269,1,1,1694,1997-07-15,"LT50380321997196","Utah",390,"UTAHDWQ",1235,61,93,"LANDSAT/LT5_SR",4917370,"Estimated"
"1005",1084,1,1,1525,1997-07-15,"LT50380321997196","Utah",253,"UTAHDWQ",928,38,58,"LANDSAT/LT5_SR",4917500,"Estimated"
"1007",834,1,1,1288,1997-07-15,"LT50380321997196","Utah",494,"UTAHDWQ",986,38,24,"LANDSAT/LT5_SR",4917600,"Estimated"
"1008",890,1,1,1318,1997-07-15,"LT50380321997196","Utah",352,"UTAHDWQ",1010,59,23,"LANDSAT/LT5_SR",4917770,"Estimated"
"1009",793,1,1,1183,1997-07-31,"LT50380321997212","Utah",362,"UTAHDWQ",809,37,21,"LANDSAT/LT5_SR",4917310,"Estimated"
"1010",945,1,1,1291,1997-07-31,"LT50380321997212","Utah",336,"UTAHDWQ",959,41,59,"LANDSAT/LT5_SR",4917370,"Estimated"
"1011",977,1,1,1395,1997-07-31,"LT50380321997212","Utah",313,"UTAHDWQ",1066,30,55,"LANDSAT/LT5_SR",4917390,"Estimated"
"1012",844,1,1,1257,1997-07-31,"LT50380321997212","Utah",337,"UTAHDWQ",873,17,59,"LANDSAT/LT5_SR",4917500,"Estimated"
"1013",1112,1,1,1539,1997-07-31,"LT50380321997212","Utah",542,"UTAHDWQ",1216,59,92,"LANDSAT/LT5_SR",4917520,"Estimated"
"1014",738,1,1,1150,1997-07-31,"LT50380321997212","Utah",587,"UTAHDWQ",873,113,94,"LANDSAT/LT5_SR",4917600,"Estimated"
"1015",912,1,1,1360,1997-07-31,"LT50380321997212","Utah",394,"UTAHDWQ",1098,58,56,"LANDSAT/LT5_SR",4917770,"Estimated"
"1016",871,1,1,1461,1997-08-16,"LT50380321997228","Utah",695,"UTAHDWQ",1103,74,55,"LANDSAT/LT5_SR",4917310,"Estimated"
"1020",768,1,1,1188,1997-08-16,"LT50380321997228","Utah",461,"UTAHDWQ",820,73,92,"LANDSAT/LT5_SR",4917520,"Estimated"
"1023",532,1,1,988,1997-09-01,"LT50380321997244","Utah",506,"UTAHDWQ",685,33,21,"LANDSAT/LT5_SR",4917310,"Estimated"
"1024",1322,1,1,1735,1997-09-01,"LT50380321997244","Utah",639,"UTAHDWQ",1487,16,104,"LANDSAT/LT5_SR",4917370,"Estimated"
"1025",730,1,1,1228,1997-09-01,"LT50380321997244","Utah",543,"UTAHDWQ",878,32,59,"LANDSAT/LT5_SR",4917390,"Estimated"
"1026",1226,1,1,1623,1997-09-01,"LT50380321997244","Utah",438,"UTAHDWQ",1269,13,63,"LANDSAT/LT5_SR",4917500,"Estimated"
"1027",1270,1,1,1751,1997-09-01,"LT50380321997244","Utah",822,"UTAHDWQ",1495,55,139,"LANDSAT/LT5_SR",4917520,"Estimated"
"1028",935,1,1,1351,1997-09-01,"LT50380321997244","Utah",596,"UTAHDWQ",1111,91,103,"LANDSAT/LT5_SR",4917600,"Estimated"
"1030",1010,1,1,1499,1997-09-17,"LT50380321997260","Utah",459,"UTAHDWQ",1124,40,65,"LANDSAT/LT5_SR",4917310,"Estimated"
"1032",876,1,1,1416,1997-09-17,"LT50380321997260","Utah",580,"UTAHDWQ",1054,38,64,"LANDSAT/LT5_SR",4917390,"Estimated"
"1033",1210,1,1,1578,1997-09-17,"LT50380321997260","Utah",432,"UTAHDWQ",1194,101,110,"LANDSAT/LT5_SR",4917500,"Estimated"
"1034",894,1,1,1373,1997-09-17,"LT50380321997260","Utah",493,"UTAHDWQ",1052,91,64,"LANDSAT/LT5_SR",4917520,"Estimated"
"1035",722,1,1,1171,1997-09-17,"LT50380321997260","Utah",757,"UTAHDWQ",928,73,68,"LANDSAT/LT5_SR",4917600,"Estimated"
"1036",642,1,1,1077,1997-09-17,"LT50380321997260","Utah",456,"UTAHDWQ",780,38,24,"LANDSAT/LT5_SR",4917770,"Estimated"
"1037",1153,1,1,1611,1997-10-03,"LT50380321997276","Utah",535,"UTAHDWQ",1347,36,113,"LANDSAT/LT5_SR",4917310,"Estimated"
"1038",1182,1,1,1609,1997-10-03,"LT50380321997276","Utah",447,"UTAHDWQ",1195,39,23,"LANDSAT/LT5_SR",4917370,"Estimated"
"1039",1235,1,1,1699,1997-10-03,"LT50380321997276","Utah",408,"UTAHDWQ",1383,42,25,"LANDSAT/LT5_SR",4917390,"Estimated"
"1043",918,1,1,1333,1997-10-03,"LT50380321997276","Utah",642,"UTAHDWQ",1050,74,26,"LANDSAT/LT5_SR",4917600,"Estimated"
"1044",837,1,1,1284,1997-10-03,"LT50380321997276","Utah",409,"UTAHDWQ",1009,12,71,"LANDSAT/LT5_SR",4917770,"Estimated"
"1052",1022,1,1,1327,1997-10-19,"LT50380321997292","Utah",380,"UTAHDWQ",1114,57,33,"LANDSAT/LT5_SR",4917770,"Estimated"
"1053",1462,1,1,1782,1998-05-31,"LT50380321998151","Utah",601,"UTAHDWQ",1375,262,182,"LANDSAT/LT5_SR",4917310,"Estimated"
"1054",1583,1,1,1935,1998-05-31,"LT50380321998151","Utah",628,"UTAHDWQ",1460,298,287,"LANDSAT/LT5_SR",4917370,"Estimated"
"1055",1427,1,1,1742,1998-05-31,"LT50380321998151","Utah",609,"UTAHDWQ",1376,266,184,"LANDSAT/LT5_SR",4917390,"Estimated"
"1056",759,1,1,987,1998-05-31,"LT50380321998151","Utah",736,"UTAHDWQ",935,214,251,"LANDSAT/LT5_SR",4917450,"Estimated"
"1057",1573,1,1,1913,1998-05-31,"LT50380321998151","Utah",617,"UTAHDWQ",1490,225,219,"LANDSAT/LT5_SR",4917500,"Estimated"
"1058",1246,1,1,1639,1998-05-31,"LT50380321998151","Utah",603,"UTAHDWQ",1116,309,286,"LANDSAT/LT5_SR",4917520,"Estimated"
"1059",1097,1,1,1498,1998-05-31,"LT50380321998151","Utah",693,"UTAHDWQ",1184,386,287,"LANDSAT/LT5_SR",4917600,"Estimated"
"1060",1007,1,1,1388,1998-05-31,"LT50380321998151","Utah",635,"UTAHDWQ",1172,262,182,"LANDSAT/LT5_SR",4917770,"Estimated"
"1069",565,1,1,901,1998-07-02,"LT50380321998183","Utah",191,"UTAHDWQ",473,29,19,"LANDSAT/LT5_SR",4917310,"Estimated"
"1070",1183,1,1,1654,1998-07-02,"LT50380321998183","Utah",396,"UTAHDWQ",1060,187,222,"LANDSAT/LT5_SR",4917370,"Estimated"
"1071",892,1,1,1279,1998-07-02,"LT50380321998183","Utah",226,"UTAHDWQ",809,29,19,"LANDSAT/LT5_SR",4917390,"Estimated"
"1072",437,1,1,690,1998-07-02,"LT50380321998183","Utah",358,"UTAHDWQ",525,50,18,"LANDSAT/LT5_SR",4917450,"Estimated"
"1073",1006,1,1,1450,1998-07-02,"LT50380321998183","Utah",305,"UTAHDWQ",817,125,122,"LANDSAT/LT5_SR",4917500,"Estimated"
"1074",634,1,1,996,1998-07-02,"LT50380321998183","Utah",178,"UTAHDWQ",459,23,17,"LANDSAT/LT5_SR",4917520,"Estimated"
"1075",962,1,1,1419,1998-07-02,"LT50380321998183","Utah",473,"UTAHDWQ",1120,146,88,"LANDSAT/LT5_SR",4917600,"Estimated"
"1076",976,1,1,1415,1998-07-02,"LT50380321998183","Utah",290,"UTAHDWQ",1086,96,52,"LANDSAT/LT5_SR",4917770,"Estimated"
"1077",773,1,1,1132,1998-07-18,"LT50380321998199","Utah",231,"UTAHDWQ",625,52,54,"LANDSAT/LT5_SR",4917310,"Estimated"
"1078",1195,1,1,1553,1998-07-18,"LT50380321998199","Utah",339,"UTAHDWQ",1139,53,124,"LANDSAT/LT5_SR",4917370,"Estimated"
"1079",742,1,1,1133,1998-07-18,"LT50380321998199","Utah",200,"UTAHDWQ",571,54,19,"LANDSAT/LT5_SR",4917390,"Estimated"
"1080",464,0,1,713,1998-07-18,"LT50380321998199","Utah",659,"UTAHDWQ",515,31,55,"LANDSAT/LT5_SR",4917450,"Estimated"
"1081",1094,1,1,1450,1998-07-18,"LT50380321998199","Utah",306,"UTAHDWQ",885,54,19,"LANDSAT/LT5_SR",4917500,"Estimated"
"1082",1277,1,1,1696,1998-07-18,"LT50380321998199","Utah",363,"UTAHDWQ",1252,24,88,"LANDSAT/LT5_SR",4917520,"Estimated"
"1083",923,1,1,1380,1998-07-18,"LT50380321998199","Utah",450,"UTAHDWQ",1029,126,55,"LANDSAT/LT5_SR",4917600,"Estimated"
"1084",923,1,1,1345,1998-07-18,"LT50380321998199","Utah",347,"UTAHDWQ",972,33,20,"LANDSAT/LT5_SR",4917770,"Estimated"
"1085",523,1,1,971,1998-08-03,"LT50380321998215","Utah",442,"UTAHDWQ",628,72,125,"LANDSAT/LT5_SR",4917310,"Estimated"
"1086",1117,1,1,1486,1998-08-03,"LT50380321998215","Utah",368,"UTAHDWQ",1016,23,16,"LANDSAT/LT5_SR",4917370,"Estimated"
"1087",651,1,1,1044,1998-08-03,"LT50380321998215","Utah",367,"UTAHDWQ",685,22,16,"LANDSAT/LT5_SR",4917390,"Estimated"
"1088",481,1,1,757,1998-08-03,"LT50380321998215","Utah",631,"UTAHDWQ",546,75,90,"LANDSAT/LT5_SR",4917450,"Estimated"
"1089",1160,1,1,1557,1998-08-03,"LT50380321998215","Utah",325,"UTAHDWQ",1059,36,57,"LANDSAT/LT5_SR",4917500,"Estimated"
"1090",1154,1,1,1560,1998-08-03,"LT50380321998215","Utah",442,"UTAHDWQ",1105,23,52,"LANDSAT/LT5_SR",4917520,"Estimated"
"1091",875,1,1,1275,1998-08-03,"LT50380321998215","Utah",464,"UTAHDWQ",999,58,56,"LANDSAT/LT5_SR",4917600,"Estimated"
"1092",770,1,1,1230,1998-08-03,"LT50380321998215","Utah",372,"UTAHDWQ",869,25,17,"LANDSAT/LT5_SR",4917770,"Estimated"
"1093",398,0,1,771,1998-09-04,"LT50380321998247","Utah",621,"UTAHDWQ",405,107,58,"LANDSAT/LT5_SR",4917310,"Estimated"
"1095",421,1,1,719,1998-09-04,"LT50380321998247","Utah",282,"UTAHDWQ",426,50,56,"LANDSAT/LT5_SR",4917390,"Estimated"
"1097",848,1,1,1350,1998-09-04,"LT50380321998247","Utah",397,"UTAHDWQ",854,90,23,"LANDSAT/LT5_SR",4917500,"Estimated"
"1098",570,1,1,978,1998-09-04,"LT50380321998247","Utah",416,"UTAHDWQ",573,54,58,"LANDSAT/LT5_SR",4917520,"Estimated"
"1109",1057,1,1,1444,1998-10-06,"LT50380321998279","Utah",501,"UTAHDWQ",1133,72,71,"LANDSAT/LT5_SR",4917310,"Estimated"
"1110",1326,1,1,1711,1998-10-06,"LT50380321998279","Utah",473,"UTAHDWQ",1466,22,30,"LANDSAT/LT5_SR",4917370,"Estimated"
"1113",831,1,1,1443,1998-10-06,"LT50380321998279","Utah",696,"UTAHDWQ",993,21,120,"LANDSAT/LT5_SR",4917500,"Estimated"
"1115",705,1,1,1170,1998-10-06,"LT50380321998279","Utah",781,"UTAHDWQ",878,197,28,"LANDSAT/LT5_SR",4917600,"Estimated"
"1117",1233,1,1,1664,1998-10-22,"LT50380321998295","Utah",483,"UTAHDWQ",1338,21,33,"LANDSAT/LT5_SR",4917310,"Estimated"
"1118",1206,1,1,1768,1998-10-22,"LT50380321998295","Utah",583,"UTAHDWQ",1381,54,33,"LANDSAT/LT5_SR",4917370,"Estimated"
"1120",617,1,1,835,1998-10-22,"LT50380321998295","Utah",589,"UTAHDWQ",757,158,85,"LANDSAT/LT5_SR",4917450,"Estimated"
"1121",1369,1,1,1872,1998-10-22,"LT50380321998295","Utah",484,"UTAHDWQ",1465,89,33,"LANDSAT/LT5_SR",4917500,"Estimated"
"1122",1205,1,1,1665,1998-10-22,"LT50380321998295","Utah",634,"UTAHDWQ",1338,88,83,"LANDSAT/LT5_SR",4917520,"Estimated"
"1123",957,1,1,1354,1998-10-22,"LT50380321998295","Utah",486,"UTAHDWQ",1131,90,84,"LANDSAT/LT5_SR",4917600,"Estimated"
"1133",1215,1,1,1488,1999-05-18,"LT50380321999138","Utah",247,"UTAHDWQ",943,91,50,"LANDSAT/LT5_SR",4917310,"Estimated"
"1134",1459,1,1,1752,1999-05-18,"LT50380321999138","Utah",343,"UTAHDWQ",1149,194,156,"LANDSAT/LT5_SR",4917370,"Estimated"
"1136",512,1,1,752,1999-05-18,"LT50380321999138","Utah",316,"UTAHDWQ",631,47,50,"LANDSAT/LT5_SR",4917450,"Estimated"
"1137",1341,1,1,1555,1999-05-18,"LT50380321999138","Utah",227,"UTAHDWQ",979,52,53,"LANDSAT/LT5_SR",4917500,"Estimated"
"1138",1511,1,1,1799,1999-05-18,"LT50380321999138","Utah",525,"UTAHDWQ",1284,229,256,"LANDSAT/LT5_SR",4917520,"Estimated"
"1140",706,1,1,1103,1999-05-18,"LT50380321999138","Utah",247,"UTAHDWQ",859,23,17,"LANDSAT/LT5_SR",4917770,"Estimated"
"1141",1721,1,1,2141,1999-06-03,"LT50380321999154","Utah",766,"UTAHDWQ",1825,142,146,"LANDSAT/LT5_SR",4917310,"Estimated"
"1143",1627,1,2,1945,1999-06-03,"LT50380321999154","Utah",952,"UTAHDWQ",1728,583,387,"LANDSAT/LT5_SR",4917390,"Estimated"
"1145",1775,1,1,2199,1999-06-03,"LT50380321999154","Utah",726,"UTAHDWQ",1746,229,186,"LANDSAT/LT5_SR",4917500,"Estimated"
"1146",1893,1,1,2267,1999-06-03,"LT50380321999154","Utah",881,"UTAHDWQ",2046,263,251,"LANDSAT/LT5_SR",4917520,"Estimated"
"1147",1245,1,1,1622,1999-06-03,"LT50380321999154","Utah",863,"UTAHDWQ",1498,186,186,"LANDSAT/LT5_SR",4917600,"Estimated"
"1150",1387,1,1,1746,1999-06-19,"LT50380321999170","Utah",366,"UTAHDWQ",1275,77,88,"LANDSAT/LT5_SR",4917370,"Estimated"
"1151",1137,1,1,1577,1999-06-19,"LT50380321999170","Utah",300,"UTAHDWQ",1055,54,54,"LANDSAT/LT5_SR",4917390,"Estimated"
"1152",575,1,1,863,1999-06-19,"LT50380321999170","Utah",500,"UTAHDWQ",721,143,54,"LANDSAT/LT5_SR",4917450,"Estimated"
"1153",1212,1,1,1578,1999-06-19,"LT50380321999170","Utah",340,"UTAHDWQ",1004,125,123,"LANDSAT/LT5_SR",4917500,"Estimated"
"1154",1636,1,1,2084,1999-06-19,"LT50380321999170","Utah",738,"UTAHDWQ",1770,278,256,"LANDSAT/LT5_SR",4917520,"Estimated"
"1155",1278,1,1,1711,1999-06-19,"LT50380321999170","Utah",611,"UTAHDWQ",1386,215,189,"LANDSAT/LT5_SR",4917600,"Estimated"
"1156",1099,1,1,1578,1999-06-19,"LT50380321999170","Utah",465,"UTAHDWQ",1246,278,222,"LANDSAT/LT5_SR",4917770,"Estimated"
"1157",1160,1,1,1622,1999-07-05,"LT50380321999186","Utah",527,"UTAHDWQ",1310,23,51,"LANDSAT/LT5_SR",4917310,"Estimated"
"1158",1370,1,1,1858,1999-07-05,"LT50380321999186","Utah",535,"UTAHDWQ",1451,52,53,"LANDSAT/LT5_SR",4917370,"Estimated"
"1159",1255,1,1,1752,1999-07-05,"LT50380321999186","Utah",576,"UTAHDWQ",1339,79,21,"LANDSAT/LT5_SR",4917390,"Estimated"
"1160",553,1,1,868,1999-07-05,"LT50380321999186","Utah",642,"UTAHDWQ",672,54,20,"LANDSAT/LT5_SR",4917450,"Estimated"
"1161",1608,1,1,2015,1999-07-05,"LT50380321999186","Utah",785,"UTAHDWQ",1775,128,124,"LANDSAT/LT5_SR",4917500,"Estimated"
"1162",1351,1,1,1830,1999-07-05,"LT50380321999186","Utah",527,"UTAHDWQ",1452,139,120,"LANDSAT/LT5_SR",4917520,"Estimated"
"1163",925,1,1,1383,1999-07-05,"LT50380321999186","Utah",579,"UTAHDWQ",1093,148,123,"LANDSAT/LT5_SR",4917600,"Estimated"
"1164",658,1,1,972,1999-07-05,"LT50380321999186","Utah",574,"UTAHDWQ",785,78,20,"LANDSAT/LT5_SR",4917770,"Estimated"
"1165",1023,1,1,1450,1999-07-13,"LE70380321999194","Utah",266,"UTAHDWQ",892,50,53,"LANDSAT/LE7_SR",4917310,"Estimated"
"1166",1262,1,1,1664,1999-07-13,"LE70380321999194","Utah",370,"UTAHDWQ",1267,61,34,"LANDSAT/LE7_SR",4917370,"Estimated"
"1167",1042,1,1,1390,1999-07-13,"LE70380321999194","Utah",343,"UTAHDWQ",857,117,121,"LANDSAT/LE7_SR",4917390,"Estimated"
